iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.159250498802,0.156528506039,0.159095515666,0.534756158372,0.543677702433,0.529871580123,1.944961209
10,0.103154149853,0.102925927788,0.103693672076,0.760546524384,0.761866773036,0.761399590545,22.259460623
20,0.0932052911724,0.0940224629629,0.093116471158,0.751869951132,0.751495811727,0.748557602829,45.028710039
30,0.108449758568,0.109626670616,0.107673674589,0.760047870749,0.760670123654,0.760282895961,67.280846389
40,0.0948806206174,0.0948704266275,0.0932626093081,0.754762142216,0.757080175509,0.753768844221,88.884129121
50,0.100444830862,0.10332889797,0.100510128215,0.740201456069,0.739130434783,0.738693467337,110.690713121
60,0.096814050153,0.0998752951124,0.0958627115422,0.733718958811,0.732349421619,0.738135120045,132.543316841
70,0.0964820809096,0.0999728120046,0.0970508271822,0.718759349756,0.715995213402,0.718592964824,153.553137112
80,0.102818267998,0.10395525618,0.102145399045,0.756357833849,0.75827682489,0.756932812209,175.005843126
90,0.0932703994983,0.0941627947744,0.0928721326405,0.759449486387,0.759872357399,0.759910664433,197.645752144
100,0.0889217664771,0.0894887289808,0.0885467046485,0.754163757854,0.763861188672,0.753954959985,223.387395892
110,0.0916276074649,0.095429290063,0.091795426937,0.753565373492,0.750299162345,0.752652149637,245.825189914
120,0.0820963676214,0.0848451166757,0.0825040379155,0.756856487484,0.761069006781,0.757677275265,268.542155544
130,0.0849588695266,0.0885622282669,0.0865554987467,0.735414381171,0.73952931791,0.732737762889,291.308095121
140,0.0865638262757,0.0891354552866,0.0861081278845,0.735813304079,0.733944954128,0.734412804765,313.375758287
150,0.0834881928482,0.086394162489,0.0839630570875,0.758452179116,0.757080175509,0.754141075749,335.083507262
160,0.0845986062039,0.0860321434808,0.0818953921225,0.748479106413,0.747506980455,0.755816117625,356.914735073
170,0.0846265472077,0.0868604946359,0.0849632673269,0.757953525481,0.759074591145,0.757118927973,376.922674365
180,0.0841003054615,0.0862233990672,0.0834838959385,0.76034706293,0.761866773036,0.757863391029,398.248274159
190,0.0866231500068,0.0884554512087,0.0870387126003,0.752368604767,0.755085759872,0.755071654569,418.433394249
200,0.0826875406845,0.0861469302302,0.0833212805,0.757554602573,0.754686876745,0.750977107761,438.932917939
210,0.0860756179441,0.0894594220679,0.0859889353786,0.754861872943,0.752692461109,0.754699423041,460.476280065
220,0.0851249953442,0.0892301453726,0.086065140825,0.750373990226,0.750299162345,0.749860413177,481.754780175
230,0.0869247501959,0.0901737422219,0.0875524878601,0.754462950035,0.754686876745,0.757305043737,502.682968978
240,0.0846943449887,0.0874406838287,0.0853564154893,0.758950832752,0.755883526127,0.756002233389,524.49684523
250,0.0853822298997,0.0882736286601,0.0853612446425,0.749276952229,0.751894694854,0.749302065885,545.988251809
260,0.0870562245193,0.0905660820296,0.0875383817774,0.743791762242,0.741922616673,0.744276940257,568.173048402
270,0.089870347978,0.0938319370744,0.091321280966,0.727635384462,0.732349421619,0.72119858552,589.694985706
280,0.0868192142379,0.0891982411127,0.0874443270499,0.751770220405,0.753490227363,0.746882560953,611.443758202
290,0.0870288709295,0.0890643706371,0.0873773598214,0.748878029321,0.747905863582,0.747254792481,633.842042495
300,0.0860012934279,0.088147560727,0.0866503396131,0.752069412586,0.757080175509,0.747254792481,655.360132523
310,0.0862357945865,0.0893721279488,0.0869301389752,0.746484491872,0.748304746709,0.745765866369,677.204091283
320,0.0874431515305,0.0891958267389,0.0877847120493,0.74518799242,0.749102512964,0.746696445189,698.096865974
330,0.0870313988412,0.0888740361339,0.087496933991,0.750772913135,0.755883526127,0.750977107761,719.206081439
340,0.0873330564574,0.088588613053,0.0873790793986,0.753365912037,0.756681292381,0.753024381165,740.151530513
350,0.0866488596943,0.0884864457697,0.0874428347337,0.750274259499,0.750299162345,0.745393634841,761.476809936
360,0.0858674231773,0.0877672482287,0.0866072129591,0.752568066221,0.751894694854,0.745951982133,783.228650354
370,0.0858957693706,0.0881000098983,0.086765538449,0.751371297497,0.750299162345,0.750418760469,805.031706978
380,0.086313120763,0.0887158529131,0.0873838714402,0.748379375686,0.753091344236,0.745021403313,826.556516449
390,0.087984264168,0.0901328442188,0.0882123235962,0.742894185699,0.7467092142,0.742229666853,847.765887041
400,0.0890351235535,0.0906719443598,0.0890862932619,0.740101725342,0.743119266055,0.740368509213,870.306539449
410,0.0891438625656,0.0918373386115,0.0894117515282,0.750174528772,0.749102512964,0.751163223525,892.037062953
420,0.0894875648128,0.0918358281112,0.0900253524637,0.748878029321,0.749102512964,0.747440908245,914.691298466
