iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.300715126397,0.301822587953,0.301064591318,0.259299890296,0.256481850818,0.256095291271,1.508567932
10,0.11229273288,0.112555668173,0.112334674213,0.760147601476,0.760271240527,0.760282895961,18.725160084
20,0.102739713024,0.101852997923,0.102304477266,0.751670489678,0.754686876745,0.753582728457,36.118799576
30,0.111443087679,0.111592473674,0.111078281945,0.759848409295,0.760271240527,0.759166201377,54.128710144
40,0.106223072784,0.106466635601,0.105150651521,0.753764834946,0.753091344236,0.755443886097,72.52272005
50,0.113361595693,0.113653412205,0.11300280397,0.760147601476,0.760271240527,0.760282895961,90.960039504
60,0.103962324665,0.103213427316,0.102734479818,0.757853794754,0.758675708018,0.758793969849,109.823855642
70,0.114942788026,0.114792072885,0.115016910927,0.74050064825,0.741124850419,0.741299088033,128.154995744
80,0.107020631842,0.107138439364,0.107313040583,0.723247232472,0.727562824093,0.719709659408,146.977069583
90,0.100050989017,0.101712915862,0.100675361404,0.760147601476,0.760271240527,0.760282895961,165.966382083
100,0.0922652244035,0.0940229219833,0.0926048553388,0.756158372395,0.757080175509,0.755630001861,184.3911068
110,0.0945593111727,0.0957340916858,0.0941783979739,0.747481799142,0.7467092142,0.749302065885,202.679456906
120,0.0947892171096,0.0957847357843,0.0953845634556,0.760546524384,0.759074591145,0.760469011725,221.005092859
130,0.0984577523728,0.0996551226158,0.0988484228713,0.751471028224,0.744714798564,0.748185371301,239.306562231
140,0.0889976744281,0.0899732448045,0.0898918804585,0.762142216017,0.763861188672,0.764563558533,258.080408458
150,0.0904047356,0.0933098781943,0.0916850020764,0.751171836043,0.747506980455,0.752838265401,276.908010619
160,0.0990362213307,0.0996458393884,0.0991364150966,0.750373990226,0.748304746709,0.752838265401,295.524247248
170,0.0949335371954,0.096483758386,0.0946837242303,0.752368604767,0.753889110491,0.754885538805,314.394350057
180,0.0946467453558,0.0964811719782,0.0947025815746,0.75934975566,0.756282409254,0.760841243253,332.96346987
190,0.0928687051281,0.0948961032579,0.0932181797085,0.75865164057,0.757479058636,0.758049506793,350.973903802
200,0.092931627953,0.0941955597006,0.093193467903,0.756956218211,0.755883526127,0.757118927973,368.946592425
210,0.0944152800478,0.0966617514493,0.0950274168335,0.756258103122,0.755085759872,0.756932812209,387.593157139
220,0.0939283106983,0.0957184228374,0.0935830650259,0.757554602573,0.757479058636,0.758793969849,406.076619583
230,0.0943682512615,0.0965862212357,0.0945316306313,0.756756756757,0.756282409254,0.756188349153,425.373898178
240,0.0931433333804,0.0948724942026,0.0937416828673,0.758352448389,0.755883526127,0.754327191513,444.759767422
250,0.0948647501355,0.096683888708,0.0946575130807,0.756158372395,0.755085759872,0.756560580681,462.960790906
260,0.0924210382634,0.0940786177423,0.09271361662,0.755360526578,0.756681292381,0.753768844221,481.655576763
270,0.0924604627765,0.0949465215531,0.0930063516587,0.755061334397,0.753889110491,0.754141075749,500.542156068
280,0.0922226350208,0.0945422839539,0.0925351196513,0.752667796948,0.752293577982,0.752466033873,519.002914247
290,0.0931877850986,0.0954111206265,0.0934464010002,0.752069412586,0.752692461109,0.752652149637,537.774196508
300,0.0950890920411,0.0965858106297,0.0949853612356,0.756956218211,0.757877941763,0.756374464917,556.637279517
310,0.0921870076715,0.0943278545643,0.0925035647757,0.752568066221,0.752692461109,0.752652149637,575.359156214
320,0.0912448384196,0.0933010108917,0.0916963155606,0.754662411489,0.755883526127,0.755071654569,594.466046658
330,0.0915402401403,0.0935104811808,0.0918926105283,0.755260795851,0.756681292381,0.757118927973,612.789125129
340,0.0932764764114,0.0954565359592,0.0935465021822,0.752667796948,0.754686876745,0.755071654569,631.377292574
350,0.0919315857291,0.0937514700655,0.0920681568963,0.752468335494,0.753490227363,0.755071654569,650.145875318
360,0.091584822422,0.0934522321966,0.0920622767062,0.756856487484,0.75827682489,0.757305043737,668.623633076
370,0.0924829050708,0.0951106535971,0.0929297315918,0.755061334397,0.753091344236,0.755071654569,687.808813453
380,0.0911242153375,0.0935898494775,0.0918598714106,0.754462950035,0.754686876745,0.755816117625,706.977131103
390,0.0908068570508,0.0936974425363,0.0918840011713,0.753465642765,0.7510969286,0.755630001861,725.384534548
