iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.181955014112,0.181661235315,0.179712122532,0.41198763339,0.409652971679,0.417457658664,0.0708152049999
10,0.182441858196,0.182258337076,0.180378975747,0.405505136132,0.40526525728,0.41168806998,0.826928252
20,0.173281050992,0.173785787302,0.171548912462,0.425850204448,0.422417231751,0.43402196166,1.589866492
30,0.157985378654,0.158908576574,0.156394210591,0.489079485389,0.475069804547,0.492648427322,2.344093591
40,0.157340877016,0.158492244729,0.155947438991,0.4846913334,0.472277622657,0.48836776475,3.101441338
50,0.155020550261,0.156089130682,0.153269059971,0.494066021741,0.482648583965,0.497859668714,3.850907225
60,0.162517041185,0.163618147216,0.160586928641,0.470729031615,0.462305544475,0.473292387865,4.61813144
70,0.159611854985,0.160621961892,0.157768907252,0.483793756856,0.476665337056,0.486878838638,5.385781165
80,0.154648278935,0.155549277988,0.152537781736,0.499351750274,0.491025129637,0.501209752466,6.238973955
90,0.158074859813,0.159172831563,0.156079273055,0.501246634088,0.488631830874,0.503443141634,7.075569516
100,0.152414661692,0.153249287222,0.151043256772,0.515009474419,0.502991623454,0.51442397171,7.911364339
110,0.151257664098,0.152321815488,0.150027300897,0.521791163858,0.5065815716,0.521310254979,8.793548655
120,0.148624105224,0.149981429979,0.147392608795,0.52777500748,0.515357000399,0.528196538247,9.680190109
130,0.146310296674,0.147362306254,0.145241571634,0.534257504737,0.524132429198,0.532849432347,10.515168962
140,0.145237326055,0.146314273034,0.144332679154,0.533359928194,0.525727961707,0.531360506235,11.377868301
150,0.143983527359,0.145093031814,0.143073210181,0.540540540541,0.530913442361,0.537874557975,12.21854367
160,0.143395946464,0.144638705949,0.142576465665,0.54123865563,0.532907857998,0.539735715615,13.060389497
170,0.140923852718,0.142628011321,0.1399815282,0.547721152887,0.540486637415,0.545691420063,13.890706423
180,0.139569161086,0.141227482413,0.138477155835,0.552907150693,0.543677702433,0.551088777219,14.723068034
190,0.138939685533,0.140810716112,0.137789219185,0.551311459061,0.538093338652,0.550716545691,15.545603469
200,0.137644089741,0.139492604354,0.136456097635,0.555799341777,0.542879936179,0.556113902848,16.372580971
210,0.136489229765,0.138257076076,0.135503418539,0.562082377581,0.54846429996,0.560208449656,17.203717514
220,0.134769753964,0.137059565953,0.133980051707,0.565572953027,0.557239728759,0.570444816676,18.018534557
230,0.131216316648,0.133375181143,0.13043962787,0.570958412287,0.562425209414,0.577889447236,18.872696592
240,0.129847698574,0.131626462501,0.129073971252,0.579435524085,0.577183885122,0.587939698492,19.717798591
250,0.12827899388,0.130340853563,0.127686494847,0.580632292809,0.575588352613,0.58831193002,20.565657413
260,0.123860776463,0.126259225808,0.123524297215,0.593896479505,0.587155963303,0.596687139401,21.399012373
270,0.1212890627,0.12357644088,0.120964342934,0.607759050563,0.593538093339,0.607295737949,22.238238211
280,0.121145585613,0.123350586175,0.120849872103,0.607060935474,0.594335859593,0.608970779825,23.08647289
290,0.118781208997,0.120751225543,0.118975667198,0.616335893089,0.607499002792,0.616787641913,23.924046931
300,0.117107109484,0.118924754724,0.117397215083,0.621721352349,0.613881132828,0.621440536013,24.766143292
310,0.116827548455,0.11814420484,0.117119769043,0.624414081979,0.618667730355,0.622929462125,25.610690578
320,0.11577775847,0.116907284945,0.115970937328,0.63009873342,0.623853211009,0.62869905081,26.443283602
330,0.114773623349,0.115821351175,0.115151368977,0.633389847412,0.630634224172,0.631863018798,27.282279841
340,0.114371496926,0.115401323273,0.114719044948,0.633489578139,0.629836457918,0.632979713382,28.103275465
350,0.116279650282,0.117417120792,0.11654903748,0.62471327416,0.618667730355,0.627582356226,28.930256032
360,0.111420086091,0.113168441614,0.111635266021,0.646354841927,0.637814120463,0.643402196166,29.764436739
370,0.102836039748,0.103406321389,0.102711657192,0.692131245637,0.694056641404,0.693653452447,30.650706176
380,0.102398792997,0.10294499564,0.102295016919,0.69133339982,0.694056641404,0.693281220919,31.573365007
390,0.100420801465,0.101068624287,0.100552467896,0.701306472524,0.701236537694,0.700539735716,32.483859953
400,0.0983231211043,0.0991629300312,0.0983339153826,0.713174429042,0.702433187076,0.708356597804,33.35938231
410,0.0983346500349,0.0989016871347,0.0983450437826,0.712376583225,0.70482648584,0.706681555928,34.210968743
420,0.0979387828236,0.0987404786722,0.0978569556585,0.713373890496,0.704028719585,0.713009491904,35.065396024
430,0.0961071319971,0.0964691621875,0.0960512288608,0.721053156478,0.714798564021,0.722501395868,35.903540925
440,0.0957883165413,0.0961440872063,0.0958573449287,0.722549117383,0.714798564021,0.722687511632,36.900691531
450,0.094107977569,0.0939754771257,0.0940743936161,0.720355041388,0.723972875947,0.722501395868,37.769844696
460,0.0939168307947,0.0937432040708,0.0937016189674,0.725441308467,0.724770642202,0.72864321608,38.608718903
470,0.0937196262706,0.0935823923816,0.0934896556688,0.722848309564,0.727562824093,0.726223711148,39.459881593
480,0.0928918776212,0.0928679818557,0.0927722990489,0.727535653735,0.731950538492,0.726968174204,40.323212511
490,0.0928675866784,0.0927734898664,0.092915028629,0.726837538646,0.732349421619,0.725107016564,41.175551095
500,0.0918667422226,0.092168848106,0.0919599013157,0.731125959908,0.732748304747,0.731062721012,42.024710548
510,0.0924597346744,0.092887264079,0.0924783598796,0.731125959908,0.733147187874,0.728457100316,42.862504383
520,0.0916232375203,0.0921570080369,0.0917898649576,0.732621920814,0.731551655365,0.732365531361,43.720420104
530,0.091348055314,0.0919768160503,0.0915821566105,0.732023536452,0.733147187874,0.731062721012,44.550157671
540,0.0913385870017,0.091967397317,0.0915958326241,0.732023536452,0.733546071001,0.73143495254,45.390241429
550,0.0912864733089,0.0919848255107,0.0915331555898,0.732222997906,0.734343837256,0.72864321608,46.249429144
560,0.0893104256969,0.0898459918594,0.0893037458147,0.742594993518,0.738332668528,0.740740740741,47.09876509
570,0.0881852520957,0.0886797281033,0.0880621776764,0.748878029321,0.747905863582,0.747068676717,47.939348466
580,0.086834836654,0.0867935248879,0.0873213468083,0.748379375686,0.756282409254,0.748371487065,48.797189186
590,0.0870355543082,0.0870166210583,0.0873118807526,0.74419068515,0.747905863582,0.742788014145,49.652828645
600,0.0857757446821,0.0860003107794,0.0859727060531,0.75057345168,0.756282409254,0.751349339289,50.495563083
610,0.084407010262,0.0845119312464,0.0850977014557,0.757355141119,0.759473474272,0.757305043737,51.341791555
620,0.0840799420721,0.0840685477159,0.0847156177307,0.758053256208,0.760670123654,0.758049506793,52.182666319
630,0.083869541279,0.0836188607359,0.0844993249546,0.758452179116,0.763063422417,0.754327191513,52.997401544
640,0.0828650754799,0.0827247171967,0.0837005609312,0.76303979256,0.763861188672,0.760655127489,53.80531172
650,0.0821431360702,0.0819638628312,0.0831086627105,0.766131445098,0.764260071799,0.761399590545,54.612246278
660,0.0811617760884,0.0810808286432,0.082330390949,0.76942255909,0.768647786199,0.763446863949,55.4288472
670,0.0802765503205,0.0800098582049,0.0813708328968,0.773710980353,0.772237734344,0.77089149451,56.243432133
680,0.0796785452681,0.0794147917198,0.0807853890719,0.77281340381,0.772636617471,0.769774799926,57.047930374
690,0.079172042672,0.0786710994615,0.0798774623197,0.774708287623,0.779417630634,0.773869346734,57.847910104
700,0.0789004268817,0.078359169286,0.0797349755507,0.775206941259,0.780614280016,0.773869346734,58.657690437
710,0.0795396214173,0.0790911792824,0.0801259454848,0.775107210532,0.779816513761,0.774427694026,59.468200389
720,0.0785853518356,0.0777616331133,0.0793757344603,0.776004787075,0.784204228161,0.773869346734,60.284515862
730,0.0785856052027,0.0777429541779,0.079391652992,0.776004787075,0.783805345034,0.773124883678,61.099105692
740,0.0775882443152,0.0764513237304,0.0785951810607,0.781789169243,0.786597526925,0.774241578262,61.899351949
750,0.0775597030456,0.076312126199,0.0786638902675,0.781489977062,0.787395293179,0.774055462498,62.715458543
760,0.0766306249503,0.0754065534784,0.0778203022908,0.782786476513,0.790586358197,0.777219430486,63.515334732
770,0.076462242611,0.0752992650478,0.0777396202386,0.783285130149,0.790586358197,0.777591662014,64.335152518
780,0.0759122870643,0.0748794783438,0.0771409461003,0.784880821781,0.789788591943,0.780569514238,65.153996387
790,0.0755546368958,0.0743879150099,0.0764048457456,0.786975167049,0.792979656961,0.78112786153,65.981907419
800,0.0753685852281,0.0741494276809,0.0761358975885,0.786875436322,0.792580773833,0.781872324586,66.787842111
810,0.0752086570049,0.0740965857536,0.0761498969908,0.786177321233,0.789788591943,0.781313977294,67.603602075
820,0.0748243390865,0.0736580911477,0.0757322788956,0.788171935773,0.792580773833,0.782244556114,68.410517018
830,0.07449234306,0.0737934659172,0.0754285973234,0.7882716665,0.790985241324,0.78298901917,69.221793815
