iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,0.0954502024892,0.0951560144334,0.0944941720994,0.737608457166,0.741523733546,0.741857435325,1.278809758
10,0.11341226367,0.113114221317,0.113275681872,0.701206741797,0.704427602712,0.703889819468,12.815778439
20,0.113330430455,0.111502773381,0.111823586602,0.688939862372,0.687275628241,0.692722873627,24.850785712
30,0.102915318859,0.102698569868,0.101489355235,0.747681260596,0.749501396091,0.750977107761,36.41218305
40,0.0920956403303,0.0954471008776,0.0904738694272,0.749276952229,0.74391703231,0.752652149637,48.522847168
50,0.103092790051,0.103104246384,0.102295185183,0.740799840431,0.741124850419,0.741112972269,60.583307564
60,0.0964127831368,0.0972395412896,0.0952810610006,0.760047870749,0.762265656163,0.760469011725,72.423396936
70,0.0914318931401,0.0916633731685,0.0895879943937,0.763538446195,0.769046669326,0.767727526521,84.29615549
80,0.0946976167649,0.0951708447116,0.0935054786297,0.733020843722,0.738731551655,0.734971152057,96.289697846
90,0.0866590276307,0.0891867003782,0.0857874866832,0.766031714371,0.764260071799,0.763446863949,107.953931118
100,0.0926825144606,0.0931635660284,0.0922925319549,0.762840331106,0.768248903071,0.763632979713,120.221193114
110,0.0873012807597,0.0893989041667,0.0866053405122,0.769721751272,0.76984443558,0.766052484645,132.212643386
120,0.0938224537287,0.0957738318491,0.0926643165143,0.763538446195,0.76266453929,0.764563558533,144.367557814
130,0.0939730600322,0.0957969973617,0.0929584762782,0.761244639473,0.761069006781,0.763819095477,156.437105344
140,0.0920222868108,0.093987735202,0.0912994084736,0.760745985838,0.761866773036,0.760841243253,168.419939188
150,0.0924623158035,0.0940130906335,0.0915109823201,0.764236561285,0.765057838053,0.762702400893,180.250201444
160,0.0907555166423,0.0927198808424,0.0899195649122,0.764436022739,0.763462305544,0.763074632421,192.208604528
170,0.094089256196,0.0955622218813,0.0932512939989,0.765333599282,0.766653370562,0.764935790061,204.50202564
180,0.0928450447247,0.0950619915148,0.0922649954035,0.764934676374,0.765057838053,0.764563558533,216.398847742
190,0.092468690129,0.0945480233543,0.0917676691698,0.767926598185,0.766254487435,0.765680253117,228.641296559
200,0.0896843931867,0.0920481213301,0.0890312685195,0.764834945647,0.763063422417,0.762888516657,240.59026221
210,0.0887926527144,0.0914392303227,0.087756678834,0.762241946744,0.767451136817,0.761399590545,252.992832507
220,0.0892107044592,0.0916027891156,0.0880851728303,0.757554602573,0.756282409254,0.760282895961,265.334493278
230,0.0892348746783,0.0911860718359,0.0883269265739,0.767328213823,0.769445552453,0.766424716173,277.872022969
240,0.0896344510618,0.0917267019621,0.0887534644948,0.763937369103,0.766254487435,0.762144053601,290.186645538
250,0.0893667166351,0.0918004552527,0.0881484810256,0.759250024933,0.757479058636,0.757677275265,302.327890892
260,0.0888071218988,0.0908965558634,0.0882868406404,0.766530368006,0.770243318708,0.764749674297,314.704288748
270,0.0877558277284,0.0895766520412,0.0867073923921,0.767128752369,0.766653370562,0.764191327005,326.784005546
280,0.0877936469036,0.0902872675312,0.0869964605085,0.76672982946,0.770642201835,0.765121905825,339.030335569
290,0.0888879162827,0.0914115822291,0.0880246333425,0.764635484193,0.770243318708,0.764935790061,351.16938564
300,0.0875373744706,0.0895790852978,0.0868360913519,0.766430637279,0.770642201835,0.764377442769,363.500807435
310,0.0882415821636,0.0906009599511,0.0873982705489,0.766430637279,0.768647786199,0.763632979713,375.784166225
320,0.0880541113273,0.0905819996583,0.0874212303383,0.764336292012,0.769445552453,0.762330169365,388.163620604
330,0.0893297899114,0.0915786957878,0.0890507579114,0.768126059639,0.770642201835,0.763819095477,400.304300279
