iterations,fitness,time,fevals
0,0.0215147032481,1.616900392,1000
10,0.0202720040614,3.250631887,2100
20,0.0199148156204,4.839630805,3200
30,0.0199437352113,6.422086037,4300
40,0.0199861763111,8.060827406,5400
50,0.0208297312701,9.64287384,6500
60,0.0207680794553,11.265049587,7600
70,0.0196411603584,12.872937457,8700
80,0.0200444534258,14.453767343,9800
90,0.0200555036528,16.043733009,10900
100,0.0189749640901,17.622776727,12000
110,0.0205053194747,19.223633343,13100
120,0.0212638501562,20.85854346,14200
130,0.0186687814002,22.446504156,15300
140,0.020622784634,24.06406971,16400
150,0.0203055463121,25.67487642,17500
160,0.020723841808,27.278815979,18600
170,0.0207296040549,28.878147534,19700
180,0.0198569621072,30.459092657,20800
190,0.0193174623877,32.077466691,21900
200,0.020908941917,33.678284287,23000
210,0.0204812095505,35.272629307,24100
220,0.0197644076973,36.870586411,25200
230,0.0193029435389,38.443867936,26300
240,0.0209885793621,40.060261068,27400
250,0.0201764171908,41.671353682,28500
260,0.0202482331226,43.278878703,29600
270,0.0198177607364,44.934157978,30700
280,0.0197255495367,46.562487942,31800
290,0.0194902180722,48.210162333,32900
300,0.0212937738962,49.863896125,34000
310,0.0205674114769,51.492769815,35100
320,0.0205889115743,53.119901464,36200
330,0.0196904987634,54.724096294,37300
340,0.0207532507716,56.333340382,38400
350,0.0191303353426,57.917080721,39500
360,0.0208659696783,59.546443073,40600
370,0.0203387982049,61.192257633,41700
380,0.0193373710069,62.790831763,42800
390,0.0195512396134,64.417793474,43900
400,0.0195587104902,66.040776242,45000
410,0.0199412220348,67.624178528,46100
420,0.020740611066,69.251046154,47200
430,0.0202155276362,70.841884846,48300
440,0.0191566041514,72.461593217,49400
450,0.0200097384395,74.043850431,50500
460,0.0205754658339,75.642625131,51600
470,0.0214831308613,77.224299599,52700
480,0.0199016251635,78.814782735,53800
490,0.0220321557817,80.397717512,54900
500,0.0193071881079,82.01620897,56000
510,0.0202667756676,83.616763637,57100
520,0.0211108689567,85.224054173,58200
530,0.0190051445616,86.803070541,59300
540,0.0204146322518,88.381501974,60400
550,0.0217748139834,89.996851777,61500
560,0.0203461117166,91.633568118,62600
570,0.0208018224831,93.225993136,63700
580,0.0216567202288,94.814937718,64800
590,0.0194370055843,96.399182399,65900
600,0.0208470148427,98.021710419,67000
610,0.0206357218544,99.607822224,68100
620,0.0202635551073,101.198569383,69200
630,0.0200338646308,102.82037754,70300
640,0.0209239141521,104.425777249,71400
650,0.0204219895173,106.00742546,72500
660,0.0194702550529,107.622079103,73600
670,0.0192474863403,109.205846791,74700
680,0.0198163274189,110.807950224,75800
690,0.021171432257,112.374739481,76900
700,0.0203525641968,113.988937283,78000
710,0.0211891340835,115.595414599,79100
720,0.0206856625047,117.216475906,80200
